"world_rank","university_name","national_rank","total_score","alumni","award","hici","ns","pub","pcp","year","lon","lat"
"151-200","University of Miami","65-77",NA,0,0,22,18.9,41,15.3,2014,-80.2792843,25.7216374
"151-200","University of Milan","1-6",NA,17.5,0,14.2,10.5,46,20.8,2014,9.1945843,45.4601435
"151-200","University of Muenster","8-13",NA,19.7,13.3,13.2,15.2,36.5,21.3,2014,7.6131826,51.9635705
"151-200","University of Padua","1-6",NA,0,0,11.3,17.7,48.7,22,2014,11.8774462,45.406766
"151-200","University of Paris Descartes (Paris 5)","8",NA,11.8,9.4,12.2,16.2,42,16.3,2014,2.340761,48.851251
"151-200","University of Pisa","1-6",NA,13.9,23.1,7.2,6.7,38.1,22.2,2014,10.3988593,43.7167235
"151-200","University of Roma - La Sapienza","1-6",NA,11.8,13.3,5.1,11.6,53.4,17.9,2014,12.5144384,41.9037626
"151-200","University of Science and Technology of China","4-6",NA,0,0,15.9,15.2,47.5,23.9,2014,117.26217,31.838698
"151-200","University of Sussex","18-20",NA,0,22.4,15.2,13.5,29,25.6,2014,-0.7756403,50.8443366
"151-200","University of Tuebingen","8-13",NA,22.9,0,12.2,18.7,42.5,23.5,2014,9.043774,48.5294782
"151-200","University of Turin","1-6",NA,15.8,0,16.2,9.5,40.3,20.1,2014,7.6889006,45.069428
"151-200","University of Vienna","1",NA,13.9,0,17.2,21.9,37,24.2,2014,-117.8440006,33.6140008
"151-200","University of Warwick","18-20",NA,0,0,22.5,13.1,38.9,21.9,2014,-1.563191,52.379411
"151-200","University of Wuerzburg","8-13",NA,19.7,0,18.9,15,34.4,20.7,2014,9.9708462,49.7830083
"151-200","Virginia Commonwealth University","65-77",NA,10.5,14.1,15.9,11.8,34,14.6,2014,-77.4534286,37.5489872
"151-200","Zhejiang University","4-6",NA,0,0,7.1,12.5,66.5,19,2014,120.1689207,30.2929634
"201-300","Autonomous University of Barcelona","2-4",NA,0,0,5,13.7,45.3,20.3,2014,2.1640917,41.3855048
"201-300","Autonomous University of Madrid","2-4",NA,0,0,11.3,12,39,17.1,2014,-3.6943619,40.5466983
"201-300","Beijing Normal University","7-12",NA,15.8,0,5,7.8,37.2,15.4,2014,116.3662615,39.9619537
"201-300","Charles University in Prague","1",NA,9.1,0,0,10.4,43.6,19.3,2014,14.4234889,50.0871106
"201-300","City University of Hong Kong","3-4",NA,0,0,18.1,1.5,37.9,21.5,2014,114.1720025,22.3374868
"201-300","Claude Bernard University Lyon 1","9-14",NA,10.5,0,0,17.4,41,14.5,2014,4.862939,45.779462
"201-300","Colorado State University","78-104",NA,0,0,20.3,13.6,35.5,19.5,2014,-105.0807072,40.5747751
"201-300","Dalhousie University","8-16",NA,0,0,12.2,15.2,34.1,17.9,2014,-97.1453994,49.7887693
"201-300","Dartmouth College","78-104",NA,18.2,0,20.7,14.1,25.6,20.3,2014,-91.6514459,41.92479
"201-300","Delft University of Technology","9-10",NA,11.8,0,8.6,18.3,38.6,21.3,2014,4.3570677,52.0115769
"201-300","Durham University","21-29",NA,0,0,19.6,15.5,34.1,21,2014,-1.5782029,54.7649859
"201-300","Ecole Normale Superieure - Lyon","9-14",NA,0,20,3.6,11.7,21,28.4,2014,4.8269114,45.7298351
"201-300","Florida State University","78-104",NA,0,0,14.6,16,37.9,19.1,2014,-84.2984889,30.4418778
"201-300","Harbin Institute of Technology","7-12",NA,0,0,10,2.9,47.5,14.7,2014,126.633425,45.747047
"201-300","Huazhong University of Science and Technology","7-12",NA,0,0,0,7.7,50.4,15.7,2014,114.413666,30.507905
"201-300","Karlsruhe Institute of Technology (KIT)","14-22",NA,0,0,12,15.1,38,19.8,2014,8.4170303,49.0119199
"201-300","Kobe University","9-10",NA,14.9,0,5.1,14.7,30.9,15.4,2014,135.2353953,34.7256185
"201-300","Korea Advanced Institute of Science and Technology","2-5",NA,0,0,8.3,16.8,38.7,28.8,2014,127.3640249,36.3693921
"201-300","Korea University","2-5",NA,0,0,8.7,10.2,49.1,21.2,2014,127.035859,37.590401
"201-300","Laval University","8-16",NA,0,0,15,9.3,36.9,16,2014,-71.2747424,46.7817463
"201-300","Louisiana State University - Baton Rouge","78-104",NA,0,0,13.6,12.6,34,14.3,2014,-91.1800023,30.4132579
"201-300","Maastricht University","9-10",NA,0,0,10.7,6.6,41.5,24.8,2014,5.6886039,50.8442878
"201-300","Macquarie University","9",NA,0,0,18.1,13,32.8,24.3,2014,151.1185824,-33.7775092
"201-300","Medical University of Vienna","2-3",NA,9.1,9.4,8.6,9.7,32.9,18,2014,16.351571,48.219673
"201-300","Nanjing University","7-12",NA,0,0,0.7,6.9,51.5,17.8,2014,118.7809448,32.0569463
"201-300","National Autonomous University of Mexico","1",NA,12.9,0,3.3,10.4,47.7,23.2,2014,-99.1843676,19.3188895
"201-300","National Cheng Kung University","2-3",NA,0,0,10.1,2.7,43.6,17.9,2014,120.2180947,22.9996873
"201-300","National Tsing Hua University","2-3",NA,12.9,0,5.1,12.6,32.7,20.8,2014,120.99678,24.797079
"201-300","Newcastle University","21-29",NA,0,0,12.2,16,38.5,18.8,2014,151.710005,-32.8871981
"201-300","Northeastern University","78-104",NA,0,0,15.9,18.1,28.8,20.2,2014,-71.0894884,42.340082
"201-300","Norwegian University of Science and Technology - NTNU","2-3",NA,13.9,0,10.1,13.4,37.3,18,2014,10.402077,63.419499
"201-300","Paul Sabatier University (Toulouse 3)","9-14",NA,0,0,12.3,20.6,38.1,14.3,2014,1.4688585,43.5603781
"201-300","Polytechnic Institute of Milan","7-8",NA,7.4,14.9,5,8.4,33.1,20.3,2014,9.2272764,45.4781071
"201-300","Queen Mary, University of London","21-29",NA,18.2,0,18.1,11.6,31.7,19.9,2014,-0.0403745,51.5240671
"201-300","Queen's University","8-16",NA,0,0,13.1,11.8,33.9,19.2,2014,-80.832967,35.1888373
"201-300","Rensselaer Polytechnic Institute","78-104",NA,12.9,0,13.9,12.2,23.1,23.8,2014,-73.6788026,42.730172
"201-300","Royal Institute of Technology","6-8",NA,0,14.9,3.6,9.9,38,23.5,2014,18.0706645,59.3498065
"201-300","RWTH Aachen University","14-22",NA,0,0,15.1,8.1,41.1,20.8,2014,6.0656869,50.7800778
"201-300","Simon Fraser University","8-16",NA,0,0,12.2,12.9,33.3,18.8,2014,-122.9198833,49.2780937
"201-300","State University of New York at Buffalo","78-104",NA,0,0,13.1,8.1,38.8,15.5,2014,-78.7889697,43.0008093
"201-300","Stony Brook University","78-104",NA,0,0,14.8,18.9,36.9,16.8,2014,-73.1146681,40.9098883
"201-300","Sun Yat-sen University","7-12",NA,0,0,8.7,8.8,53.2,17,2014,113.29947,23.103702
"201-300","Sungkyunkwan University","2-5",NA,0,0,0,12.2,47.2,21.3,2014,126.993606,37.588227
"201-300","Swedish University of Agricultural Sciences","6-8",NA,0,0,13.3,13.3,30,24,2014,17.6628688,59.814947
"201-300","The George Washington University","78-104",NA,11.8,0,6.3,11.1,34.4,17,2014,-77.0485992,38.8997145
"201-300","The Hong Kong University of Science and Technology","3-4",NA,0,0,17.4,8.1,30.1,22.8,2014,114.2654655,22.3363998
"201-300","The University of Alabama at Birmingham","78-104",NA,0,0,18.1,13.6,41.3,15.5,2014,-86.8059187,33.5008055
"201-300","The University of Auckland","1-2",NA,13.9,0,10.1,13.5,40,20.8,2014,174.7691073,-36.8523378
"201-300","The University of Dundee","21-29",NA,0,0,16.8,16,26.1,20.3,2014,-2.9821428,56.4582447
"201-300","The University of New Mexico - Albuquerque","78-104",NA,0,0,14.9,16.8,34.2,15.3,2014,-106.6197812,35.0843187
"201-300","The University of Texas Health Science Center at Houston","78-104",NA,0,15.4,13.9,9.7,32.2,16.5,2014,-95.4028678,29.7029331
"201-300","TU Dresden","14-22",NA,0,0,10.7,16,39.9,20.6,2014,13.7289964,51.0292734
"201-300","Umea University","6-8",NA,0,0,12.2,11.3,33.8,16.7,2014,20.3116101,63.8215945
"201-300","University College Dublin","2",NA,0,0,10.7,12.3,34.8,17.9,2014,-6.2168851,53.305257
"201-300","University of Aberdeen","21-29",NA,0,13.3,12.2,12.6,31.9,21.2,2014,-82.4317193,28.0653457
"201-300","University of Bergen","2-3",NA,0,0,10.7,14.6,36.9,19.5,2014,-74.1913563,40.7424432
"201-300","University of Bochum","14-22",NA,0,0,13.3,9.9,36.5,18.6,2014,7.2616093,51.4456659
"201-300","University of Bordeaux","9-14",NA,0,0,14.3,16.6,40,15.4,2014,-0.5707764,44.830485
"201-300","University of Cape Town","1-2",NA,19,0,12.2,10,35.6,19.1,2014,18.415091,-33.925967
"201-300","University of Cincinnati","78-104",NA,0,0,22.6,9.3,39.7,15.3,2014,-84.5138565,39.1288979
"201-300","University of Erlangen-Nuremberg","14-22",NA,0,0,15.9,14.6,39.3,20.8,2014,11.0045507,49.5978804
"201-300","University of Exeter","21-29",NA,0,0,17.8,18.8,33.6,22.7,2014,-117.8296666,33.6508563
"201-300","University of Florence","7-8",NA,0,0,16.8,10.5,38.9,18.6,2014,11.259765,43.7776426
"201-300","University of Guelph","8-16",NA,0,0,17.5,9.7,31.1,18.7,2014,-80.2245283,43.5331548
"201-300","University of Houston","78-104",NA,0,0,17.3,11.4,36.7,19.9,2014,-95.3422334,29.7199489
"201-300","University of Innsbruck","2-3",NA,0,9.4,14.8,17.1,24.8,24.5,2014,-81.2365003,28.5527426
"201-300","University of Kansas","78-104",NA,11.8,0,11.3,13.3,39.5,14.5,2014,-95.2557961,38.9543439
"201-300","University of Kentucky","78-104",NA,10.5,0,3.6,12.5,39.7,13.5,2014,-84.5039697,38.0306511
"201-300","University of Leicester","21-29",NA,0,0,14.6,18.8,32.7,20.4,2014,-1.1064677,52.6084655
"201-300","University of Leipzig","14-22",NA,11.8,13.3,5,9.6,34.6,18.5,2014,12.3784615,51.3385738
"201-300","University of Liege","5",NA,7.4,0,10.1,14.6,31.5,23.9,2014,5.559064,50.5830803
"201-300","University of Lisbon","1",NA,0,8.1,5,10.8,46.8,22.8,2014,-9.1567472,38.7530019
"201-300","University of Lorraine","9-14",NA,11.8,16.3,0,7.9,33.7,18.2,2014,6.1764664,48.6962743
"201-300","University of Mainz","14-22",NA,0,7.7,8.9,16.8,37.1,20.1,2014,8.2415552,49.9926403
"201-300","University of Marburg","14-22",NA,10.5,0,14.3,12.1,29.5,16.6,2014,8.7741641,50.8106859
"201-300","University of Maryland, Baltimore","78-104",NA,0,0,19.1,15.6,38.3,16.8,2014,-76.6245825,39.2879915
"201-300","University of Missouri - Columbia","78-104",NA,9.1,0,3.6,15.2,37.2,13.5,2014,-92.3277375,38.9403808
"201-300","University of Montpellier 2","9-14",NA,10.5,0,6.3,15,31.1,17.3,2014,3.861592,43.631507
"201-300","University of Nebraska - Lincoln","78-104",NA,17.5,0,16.8,12.5,34.3,16.8,2014,-96.7004763,40.8201966
"201-300","University of Notre Dame","78-104",NA,12.9,0,17.5,13,32.1,19.7,2014,-86.2377772,41.6973401
"201-300","University of Oregon","78-104",NA,9.1,0,10.1,17,27.1,18.5,2014,-123.0726055,44.0448302
"201-300","University of Otago","1-2",NA,0,0,12.2,11.3,34.6,27.2,2014,170.513132,-45.863208
"201-300","University of Ottawa","8-16",NA,0,0,8.6,13.4,43.3,18.8,2014,-75.6828,45.4248599
"201-300","University of South Carolina - Columbia","78-104",NA,0,0,16.8,6.9,35.2,15.5,2014,-81.0274276,33.996112
"201-300","University of South Florida","78-104",NA,0,0,16.3,9.7,40,18.1,2014,-82.4138539,28.0587031
"201-300","University of St Andrews","21-29",NA,10.5,0,3.8,17.7,29,20.4,2014,-2.7930852,56.3412112
"201-300","University of Stuttgart","14-22",NA,19,0,10.1,11.7,27,15.7,2014,9.1747024,48.7815352
"201-300","University of Tennessee - Knoxville","78-104",NA,10.5,0,15.9,13.1,39.1,14.6,2014,-83.9294564,35.9544013
"201-300","University of the Witwatersrand","1-2",NA,19,0,7.1,16.3,31.9,18.3,2014,28.0305044,-26.1930344
"201-300","University of Tsukuba","9-10",NA,0,19.6,5.8,10.9,35.7,15.6,2014,140.1039611,36.1087221
"201-300","University of Valencia","2-4",NA,0,0,8.6,9.4,41.8,14.4,2014,-0.3593863,39.4793254
"201-300","University of Victoria","8-16",NA,0,0,17.2,8.2,30.6,19.5,2014,-117.8567958,33.6304814
"201-300","University of Waterloo","8-16",NA,0,0,14.6,12.6,41.6,21.3,2014,-80.541671,43.473289
"201-300","University of York","21-29",NA,0,0,13.9,16.2,33,20.4,2014,-104.9603049,39.6818471
"201-300","Virginia Polytechnic Institute and State University","78-104",NA,11.8,0,11.4,8.4,40.4,16.7,2014,-80.4234167,37.2283843
"201-300","Washington State University","78-104",NA,0,0,17.3,10,30,16.1,2014,-117.1542121,46.7319225
"201-300","Western University (The University of Western Ontario)","8-16",NA,0,0,5.1,15,41.9,18,2014,-81.2737336,43.0095971
"201-300","Xian Jiao Tong University","7-12",NA,0,0,8.7,8.1,46.4,17.4,2014,108.98371,34.250575
"201-300","Yeshiva University","78-104",NA,0,0,6.3,21.8,32.9,21.9,2014,111.0957348,33.4442576
"201-300","Yonsei University","2-5",NA,0,0,8.6,6.6,51.1,20.8,2014,126.938572,37.565784
"301-400","Beihang University","13-25",NA,0,0,8.6,4.1,37.1,15,2014,116.3472564,39.9809553
"301-400","Brandeis University","105-125",NA,19.7,0,3.6,20.3,18.4,24.6,2014,-85.7551276,38.2190053
"301-400","Brigham Young University","105-125",NA,9.1,0,12.2,6.7,26.2,12.5,2014,-111.6493156,40.2518435
"301-400","Central South University","13-25",NA,0,0,7.1,1.5,45.3,15.3,2014,112.93251,28.16437
"301-400","Chalmers University of Technology","9-10",NA,0,0,8.9,11.1,30.2,20,2014,11.9777584,57.6883684
"301-400","Chiba University","11-14",NA,0,0,8.7,10.1,29,15.7,2014,140.1024122,35.6262467
"301-400","China Agricultural University","13-25",NA,0,0,0,13.1,39.2,16.6,2014,116.353052,40.004171
"301-400","City University of New York City College","105-125",NA,29.3,0,5.1,8.4,17.9,18.4,2014,-73.9492724,40.8200471
"301-400","Complutense University of Madrid","5-8",NA,19.7,0,0,5.5,42.9,12.1,2014,-3.7285872,40.4478246
"301-400","Curtin University","10-18",NA,0,0,7.1,12.1,34.8,21.4,2014,115.8944182,-32.0061951
"301-400","Dalian University of Technology","13-25",NA,0,0,5,4.6,42.1,16.7,2014,121.529021,38.880381
"301-400","Drexel University","105-125",NA,0,0,12.3,8.8,28.6,18.2,2014,-90.3312523,38.6677847
"301-400","Ecole Polytechnique","15-17",NA,17.5,0,5.1,9.7,27,21.3,2014,2.2112917,48.7142971
"301-400","Eindhoven University of Technology","11-12",NA,0,0,12.3,8.4,31.9,22.5,2014,5.4907148,51.4486098
"301-400","Eotvos Lorand University","1",NA,13.9,0,10.1,8.6,23.7,13.4,2014,19.0585445,47.4905698
"301-400","ESPCI ParisTech","15-17",NA,7.4,18.8,0,9.5,15.5,28.9,2014,2.3472064,48.8414272
"301-400","Federal University of Minas Gerais","2-5",NA,0,0,3.6,4.9,37.9,17.9,2014,-43.9663841,-19.8690878
"301-400","Federal University of Rio de Janeiro","2-5",NA,0,0,0,8.1,40.5,19.2,2014,-43.1753638,-22.9541412
"301-400","Flinders University","10-18",NA,15.8,0,5.1,4.1,28.5,21.3,2014,138.5713281,-35.0244952
"301-400","Georgetown University","105-125",NA,0,0,11.1,9.1,31.9,17.9,2014,-77.0722585,38.9076089
"301-400","Griffith University","10-18",NA,0,0,3.6,7.6,35.1,18.3,2014,153.053674,-27.5536791
"301-400","Hannover Medical School","23-30",NA,0,0,8.7,7.5,31.5,16.1,2014,9.8059574,52.3840493
"301-400","Hanyang University","6-8",NA,0,0,0,6.7,39.8,20.8,2014,127.0453219,37.5572321
"301-400","Hiroshima University","11-14",NA,0,0,4.8,13.6,33.1,14.9,2014,132.714908,34.403123
"301-400","Indian Institute of Science","1",NA,0,0,7.2,2.9,35.7,17.3,2014,77.5671423,13.0218597
"301-400","Indiana University-Purdue University at Indianapolis","105-125",NA,0,0,7.1,11.9,38.2,13.6,2014,-86.176177,39.774162
"301-400","Jagiellonian University","1-2",NA,10.5,0,3.6,6.8,34,16.6,2014,19.9341074,50.0609623
"301-400","James Cook University","10-18",NA,0,0,10.1,15.7,27.3,23.5,2014,146.7580624,-19.3275726
"301-400","Jilin University","13-25",NA,0,0,0,9.9,48.9,12.8,2014,125.348658,43.873742
"301-400","Keio University","11-14",NA,0,0,5.1,13,34,13.5,2014,139.7429376,35.6489643
"301-400","Kyung Hee University","6-8",NA,0,0,5,3.1,40,18.1,2014,127.052544,37.5961951
"301-400","Lancaster University","30-33",NA,0,0,13.9,7.5,29.3,18.5,2014,-2.7850105,54.0101034
"301-400","Lanzhou University","13-25",NA,0,0,7.1,2.2,36.6,17.5,2014,103.8585624,36.0477699
"301-400","Linkoping University","9-10",NA,0,0,10.7,9.5,35.1,17.7,2014,15.5760072,58.3978364
"301-400","London School of Hygiene & Tropical Medicine","30-33",NA,7.4,0,7.1,5.8,31.9,20.8,2014,-0.1302803,51.5209007
"301-400","Nankai University","13-25",NA,0,0,5,6.8,36.5,13.9,2014,117.1742232,39.1039443
"301-400","National and Kapodistrian University of Athens","1",NA,0,0,10.6,3.8,39.8,19.2,2014,23.7786871,37.968196
"301-400","National Chiao Tung University","4",NA,0,0,8.6,9.3,34.7,20.4,2014,120.294197,22.925346
"301-400","Pohang University of Science and Technology","6-8",NA,0,0,7.1,11.1,30.6,32.6,2014,129.3434808,36.0190178
"301-400","Polytechnic University of Valencia","5-8",NA,0,0,10.4,12.2,33.4,15.2,2014,-0.341067,39.481059
"301-400","Queen's University Belfast","30-33",NA,18.2,0,0,10.9,32.4,18,2014,-5.9340494,54.5844087
"301-400","Saint Petersburg State University","2",NA,27.3,0,0,6.1,28,16,2014,30.2989198,59.941894
"301-400","San Diego State University","105-125",NA,0,0,14.3,11.5,25,16.6,2014,-117.0718893,32.7757217
"301-400","Scuola Normale Superiore - Pisa","9-12",NA,0,0,7.2,7.1,18,58.9,2014,10.4003296,43.7196006
"301-400","Shandong University","13-25",NA,0,0,0,3.6,50.6,14.3,2014,117.029014,36.64893
"301-400","Sichuan University","13-25",NA,0,0,0,3.1,50.8,14.1,2014,104.1872595,30.8232956
"301-400","South China University of Technology","13-25",NA,0,0,7.1,5.7,37.6,14.2,2014,113.344683,23.151326
"301-400","Southeast University","13-25",NA,0,0,8.7,7.5,40.2,14.9,2014,-81.917928,28.029681
"301-400","SUNY at Albany","105-125",NA,0,0,13.1,7.2,26.3,18.2,2014,-73.8255313,42.6858364
"301-400","Swinburne University of Technology","10-18",NA,0,0,11.3,13.1,21.4,22.4,2014,145.0389546,-37.8221504
"301-400","Technical University of Berlin","23-30",NA,16.6,0,7.8,6.6,29.4,15.9,2014,13.3269446,52.5125322
"301-400","Temple University","105-125",NA,0,0,13.3,7.1,33.4,12.2,2014,-75.1575243,39.9803336
"301-400","The Hong Kong Polytechnic University","5",NA,0,0,11.3,3.8,39.8,19,2014,114.1795242,22.3064878
"301-400","The University of Montana - Missoula","105-125",NA,5.3,0,15.9,15,16,17.3,2014,-113.9852081,46.8600672
"301-400","The University of Reading","30-33",NA,0,0,14.3,10.8,28.9,19.7,2014,-0.9418157,51.4414205
"301-400","The University of Texas at Dallas","105-125",NA,0,0,10.1,11.5,27.5,21.5,2014,-96.7500993,32.9857619
"301-400","The University of Texas Health Science Center at San Antonio","105-125",NA,0,0,20.1,9.5,27.7,15.6,2014,-98.5756525,29.5078202
"301-400","Thomas Jefferson University","105-125",NA,0,0,8.9,8.8,27.7,27.9,2014,-75.155896,39.948555
"301-400","Tokyo Medical and Dental University","11-14",NA,0,0,8.6,11.4,24.2,24.5,2014,139.764451,35.7012897
"301-400","Tongji University","13-25",NA,0,0,0,7.9,43.2,14.4,2014,121.5045889,31.2823103
"301-400","Tulane University","105-125",NA,0,0,12.2,8.4,26.6,14.9,2014,-90.3302509,38.6628918
"301-400","UNESP","2-5",NA,0,0,0,7.9,43.9,20.7,2014,-51.3568473,-20.3994463
"301-400","University of Antwerp","6-7",NA,0,0,5.1,11,35.8,26.5,2014,4.4102318,51.2228097
"301-400","University of Belgrade","1",NA,0,0,0,2.2,44.9,20.9,2014,20.4575676,44.8184339
"301-400","University of Campinas","2-5",NA,0,0,3.6,4.6,42.6,20,2014,-47.0647206,-22.8184393
"301-400","University of Central Florida","105-125",NA,0,0,13.6,10.8,29.3,16.6,2014,-81.2000599,28.6024274
"301-400","University of Colorado at Denver","105-125",NA,0,0,15.9,8.3,33.2,12.1,2014,-104.999641,39.7467241
"301-400","University of Connecticut","105-125",NA,11.8,0,8,7.8,34.6,13,2014,-72.2539805,41.8077414
"301-400","University of Duesseldorf","23-30",NA,11.8,0,6.1,11,31,16.3,2014,6.7936814,51.1924294
"301-400","University of Duisburg-Essen","23-30",NA,0,0,8.6,9.5,30.8,15.5,2014,6.8009529,51.4277477
"301-400","University of Giessen","23-30",NA,0,0,12.3,10.1,30.9,16.3,2014,8.6771313,50.5804427
"301-400","University of Granada","5-8",NA,0,0,7.1,9.4,39.9,13.3,2014,-3.600767,37.183853
"301-400","University of Halle-Wittenberg","23-30",NA,0,6.7,3.6,11.3,25.7,13.6,2014,11.9695316,51.4861319
"301-400","University of Konstanz","23-30",NA,0,0,12.1,12.5,22.7,13.3,2014,-112.0125261,33.3752269
"301-400","University of Malaya","1",NA,0,0,5,3.4,39.1,18.5,2014,101.6545492,3.1201068
"301-400","University of Manitoba","17-18",NA,0,0,8.1,8.8,35.4,15.9,2014,-97.1366259,49.8075008
"301-400","University of Milan - Bicocca","9-12",NA,0,0,5,6.9,31.4,21.5,2014,9.213452,45.518383
"301-400","University of Naples Federico II","9-12",NA,0,0,8.6,5.1,42.4,16.8,2014,14.2578058,40.845492
"301-400","University of Newcastle","10-18",NA,0,0,11.1,7.1,31.4,21.3,2014,151.7041775,-32.8927718
"301-400","University of Oulu","2-3",NA,11.8,0,8.6,8.2,28.8,15,2014,25.4662935,65.0593177
"301-400","University of Paris Dauphine (Paris 9)","15-17",NA,15.8,26.6,3.6,0,13.6,23.1,2014,2.273451,48.870029
"301-400","University of Pompeu Fabra","5-8",NA,0,0,5,17.2,26.2,31.4,2014,2.1790535,41.3793687
"301-400","University of Porto","2",NA,0,0,0,9.4,42.7,20.3,2014,-8.6156998,41.1465479
"301-400","University of Rhode Island","105-125",NA,0,0,15.2,9.3,21.5,16.4,2014,-71.5308537,41.4860647
"301-400","University of Roma - Tor Vergata","9-12",NA,0,0,0,10.7,34.1,19.4,2014,12.5978728,41.850142
"301-400","University of Saskatchewan","17-18",NA,9.1,0,7.9,7.7,32.7,15.5,2014,-106.6313582,52.1334003
"301-400","University of Southern Denmark","4",NA,0,0,7.2,11.7,35.5,18,2014,10.4280674,55.3706746
"301-400","University of Tasmania","10-18",NA,0,0,10.1,15.6,27.6,22,2014,147.3266391,-42.9035119
"301-400","University of Technology, Sydney","10-18",NA,0,0,14.3,4.1,28,18.6,2014,151.2004942,-33.8832376
"301-400","University of Tehran","1",NA,12.9,0,10,0,38.8,19.6,2014,51.386103,35.7286849
"301-400","University of Turku","2-3",NA,0,0,6.3,8.4,32.9,16.3,2014,22.2851138,60.4562974
"301-400","University of Twente","11-12",NA,0,0,5.1,10.4,32.5,20.8,2014,6.8524128,52.2410326
"301-400","University of Ulm","23-30",NA,0,0,12.3,12.5,31.3,16.8,2014,9.955582,48.4222305
"301-400","University of Vermont","105-125",NA,13.9,0,12.2,9,26.4,14.2,2014,-73.1964637,44.4778528
"301-400","University of Warsaw","1-2",NA,15.8,0,0,8.6,30.6,15.6,2014,21.0186012,52.2403463
"301-400","University of Wollongong","10-18",NA,0,0,12.2,7.5,31.9,21.7,2014,150.87843,-34.4054039
"301-400","Vrije University Brussel","6-7",NA,13.9,0,5,9.6,30,25.6,2014,4.394886,50.821658
"301-400","Wake Forest University","105-125",NA,0,0,14.9,7.5,25.8,12,2014,-76.9359658,38.97546
"301-400","Wayne State University","105-125",NA,0,0,3.6,10.1,37.8,13.9,2014,-83.0665462,42.3591388
"301-400","Xiamen University","13-25",NA,0,0,5.5,8.8,37.3,13.8,2014,118.097855,24.4373484
"401-500","Aalborg University","5",NA,0,0,12.2,3.4,27.6,15.2,2014,9.9818527,57.0145665
"401-500","Aalto University","4-5",NA,0,0,0,9.6,32,15.5,2014,24.827682,60.1866693
"401-500","Aristotle University of Thessaloniki","2",NA,0,0,4.9,2.2,33.8,16,2014,22.9592224,40.6308283
"401-500","Auburn University","126-146",NA,0,0,8.6,6,28.2,13.1,2014,-85.4951663,32.5933574
"401-500","Bar-Ilan University","5-6",NA,0,0,7.2,7.4,28.1,14.3,2014,34.8430876,32.0691989
"401-500","Ben-Gurion University of the Negev","5-6",NA,0,0,3.6,7.2,33.8,16.2,2014,34.801461,31.262218
"401-500","Bielefeld University","31-39",NA,0,0,11.8,7.1,24.4,13,2014,8.4963449,52.0354177
"401-500","Boston College","126-146",NA,0,0,8.6,12.9,22.5,14.6,2014,-0.0147452,52.9733763
"401-500","Brunel University","34-38",NA,0,0,12.2,3.8,25.4,16.1,2014,-0.4692108,51.5331581
"401-500","Cairo University","1",NA,19.7,0,0,3.8,29.7,15.3,2014,31.2068151,30.0223946
"401-500","Capital University of Medical Sciences","26-32",NA,0,0,0,0,33.1,29.1,2014,116.352877,39.865173
"401-500","Carleton University","19-21",NA,0,0,12.2,5.3,26.2,15.4,2014,-75.698312,45.3830819
"401-500","Catholic University of Chile","1-2",NA,0,0,3.6,8.6,30,14.7,2014,-70.6407933,-33.4411279
"401-500","Catholic University of Korea","9-10",NA,0,0,0,1.5,30.3,34.8,2014,127.0043275,37.5859218
"401-500","Catholic University of the Sacred Heart","13-21",NA,0,0,3.6,7.5,30.1,18,2014,9.1771785,45.4621325
"401-500","Chang Gung University","5-7",NA,0,0,3.6,3.3,35.1,21.6,2014,121.389184,25.0341666
"401-500","Clemson University","126-146",NA,0,0,6.3,8.7,26.8,14.5,2014,-82.8391551,34.680476
"401-500","Deakin University","19",NA,0,0,0,8.4,34.1,19.9,2014,145.1149452,-37.8477381
"401-500","East China University of Science and Technology","26-32",NA,0,0,5,4.9,33.5,15.1,2014,121.4251069,31.1408757
"401-500","Ewha Womans University","9-10",NA,0,0,5,9,27.8,15.8,2014,126.9468294,37.5618577
"401-500","Federal University of Rio Grande do Sul","6",NA,0,0,0,4.7,38.9,18.2,2014,-51.2203322,-30.0335453
"401-500","Istanbul University","1",NA,13.9,0,0,3.3,34.9,16.9,2014,28.961838,41.0126037
"401-500","Kanazawa University","15-19",NA,0,0,5.1,10.5,25.4,14.4,2014,136.7087378,36.5459854
"401-500","Kansas State University","126-146",NA,0,0,7.1,11.2,28,13.8,2014,-96.5847249,39.1974437
"401-500","Kent State University","126-146",NA,0,0,5.1,13,22.4,14,2014,-81.3449261,41.1507253
"401-500","King Abdullah University of Science and Technology","3-4",NA,0,0,16.8,9.6,20,12.9,2014,39.104697,22.309465
"401-500","King Fahd University of Petroleum & Minerals","3-4",NA,0,0,17.9,4.9,20.3,16.3,2014,50.1445651,26.3104682
"401-500","Medical University of Graz","4-6",NA,0,9.4,3.6,4.4,24.8,22,2014,15.467423,47.0796111
"401-500","Medical University of South Carolina","126-146",NA,0,0,7.2,6,29.8,19.7,2014,-79.9514049,32.7870748
"401-500","MINES ParisTech","18-21",NA,13.9,24.9,0,3.8,8.1,13.1,2014,2.339632,48.845585
"401-500","Nanjing Medical University","26-32",NA,0,0,0,4.1,31.3,26.3,2014,118.774763,32.043846
"401-500","National Sun Yat-Sen University","5-7",NA,0,0,12.3,2.4,27.5,19.9,2014,120.265922,22.625005
"401-500","National Yang Ming University","5-7",NA,0,0,0,4.2,33.3,24.1,2014,121.5137024,25.1230017
