"world_rank","university_name","country","teaching","international","research","citations","income","total_score","num_students","student_staff_ratio","international_students","female_male_ratio","year","lon","lat","bar_count"
NA,"King Fahd University of Petroleum and Minerals","Saudi Arabia",25.4,"84.5",16.1,24.4,"81.2","-","6,898",7.1,"20%","-",2016,50.1445651,26.3104682,3
NA,"King Saud University","Saudi Arabia",20,"75.5",17.5,22.3,"57.4","-","40,666",13.4,"7%","",2016,46.6191078,24.716241,6
NA,"University of La Laguna","Spain",16.9,"44.7",10,44.8,"28.5","-","22,422",14.9,"5%","58 : 42",2016,-16.3127175,28.4848482,199
NA,"Lappeenranta University of Technology","Finland",27.1,"53.0",27.5,20.8,"80.3","-","3,486",23.9,"19%","31 : 69",2016,28.0941671,61.0648818,12
NA,"University of Limerick","Republic of Ireland",19.8,"76.5",16.3,36.6,"34.0","-","12,212",19.8,"13%","46 : 54",2016,-8.5745593,52.6687383,76
NA,"University of Lisbon","Portugal",25.9,"46.6",18.3,32.4,"35.4","-","47,849",17.5,"9%","51 : 49",2016,-9.1567472,38.7530019,200
NA,"Liverpool John Moores University","United Kingdom",16.4,"62.1",11.6,45.9,"28.8","-","18,513",19.8,"13%","52 : 48",2016,-2.9712846,53.4034017,190
NA,"Mahidol University","Thailand",26.8,"44.1",15.1,28.3,"71.6","-","27,402",7.5,"3%","63 : 37",2016,100.3233845,13.7947609,11
NA,"Manchester Metropolitan University","United Kingdom",22.7,"57.8",10.6,30.8,"28.3","-","28,037",18.2,"14%","57 : 43",2016,-2.238469,53.471055,192
NA,"University of Maribor","Slovenia",17.1,"33.6",11.5,42.1,"38.7","-","14,531",17.3,"4%","",2016,15.6433073,46.5591885,54
NA,"Masaryk University","Czech Republic",21.2,"48.9",22.9,27.8,"28.5","-","40,898",26.6,"17%","62 : 38",2016,16.605384,49.1986299,200
NA,"Massey University","New Zealand",23.1,"80.5",17.1,31.9,"35.8","-","19,101",16.8,"15%","62 : 38",2016,175.619553,-40.3867649,21
NA,"Memorial University of Newfoundland","Canada",18.1,"53.3",15.8,35.6,"48.3","-","15,464",14.6,"10%","59 : 41",2016,-52.7329053,47.5737975,72
NA,"Middle East Technical University","Turkey",29.9,"26.7",17.3,28.8,"60.0","-","25,779",22.2,"7%","44 : 56",2016,33.0307541,35.246756,2
NA,"University of Minho","Portugal",23.9,"43.6",20.1,35.3,"51.6","-","19,090",18.8,"9%","52 : 48",2016,-8.3966231,41.5598965,85
NA,"Missouri University of Science and Technology","United States of America",23.5,"40.6",18.4,28.7,"52.8","-","7,647",15.5,"12%","23 : 77",2016,-91.7755727,37.953451,9
NA,"Montana State University","United States of America",17.7,"23.5",21.8,48,"43.0","-","12,331",17.8,"4%","46 : 54",2016,-111.049325,45.667548,44
NA,"Monterrey Institute of Technology and Higher Education","Mexico",23.9,"59.6",12.7,23.4,"75.8","-","14,353",20.5,"12%","40 : 60",2016,-121.8970109,36.5993006,82
NA,"National Central University","Taiwan",26.3,"27.1",23.2,17.5,"75.3","-","10,915",9.8,"6%","31 : 69",2016,121.1925163,24.9694808,64
NA,"National Sun Yat-Sen University","Taiwan",26.1,"19.7",33,25.8,"44.3","-","9,336",19.6,"4%","37 : 63",2016,120.265922,22.625005,191
NA,"National Taiwan Normal University","Taiwan",26.2,"38.1",31.3,16.2,"81.9","-","11,072",13,"19%","57 : 43",2016,121.5273658,25.0254571,199
NA,"National Technical University of Athens","Greece",20.2,"31.3",15,36.2,"40.3","-","14,780",26.9,"7%","36 : 64",2016,23.7827066,37.9783769,199
NA,"New Jersey Institute of Technology","United States of America",18.9,"48.5",16.6,32.2,"32.2","-","10,646",26.2,"17%","25 : 75",2016,-74.1778803,40.7425572,200
NA,"New Mexico State University","United States of America",19.5,"30.5",19.2,47.2,"34.6","-","15,035",18.8,"7%","54 : 46",2016,-106.7447566,32.2847481,32
NA,"University of North Carolina at Greensboro","United States of America",18.2,"17.4",15.3,43.1,"28.9","-","16,446",19.2,"2%","66 : 34",2016,-79.8098429,36.0674908,101
NA,"Oklahoma State University","United States of America",27.5,"25.6",22.7,33.1,"33.7","-","21,270",21.4,"7%","49 : 51",2016,-97.0737222,36.1270236,28
NA,"Osaka City University","Japan",26.3,"21.3",13.4,34.4,"40.7","-","8,604",10.1,"4%","36 : 64",2016,135.505417,34.5919232,200
NA,"Otto von Guericke University of Magdeburg","Germany",22.9,"43.9",14.4,39.7,"37.7","-","14,104",13.1,"13%","42 : 58",2016,11.647715,52.1401928,75
NA,"University of Oviedo","Spain",19.5,"36.2",10.8,41.9,"34.1","-","24,210",13.7,"5%","54 : 46",2016,-5.8462773,43.3617179,200
NA,"Palacký University in Olomouc","Czech Republic",19.2,"48.8",11.8,42.9,"28.7","-","18,540",11.4,"9%","70 : 30",2016,17.2600153,49.5954268,148
NA,"Panjab University","India",24.6,"14.1",8.8,41,"28.1","-","16,691",23.9,"1%","46 : 54",2016,76.7653924,30.7606188,44
NA,"Paris Dauphine University","France",21.9,"69.3",11.1,27.6,"30.6","-","9,565",15.4,"28%","53 : 47",2016,2.273451,48.870029,198
NA,"Pontifical Catholic University of Rio de Janeiro (PUC-Rio)","Brazil",24.5,"31.3",24.1,23.1,"100.0","-","14,300",21.2,"3%","49 : 51",2016,-43.2333608,-22.9782927,197
NA,"Portland State University","United States of America",16.8,"31.6",14.4,43.3,"44.6","-","20,398",22.2,"8%","54 : 46",2016,-122.6846429,45.5119323,197
NA,"University of Pretoria","South Africa",25.6,"46.0",21.2,17.5,"52.4","-","37,314",20,"8%","57 : 43",2016,28.2314476,-25.7545492,92
NA,"Pusan National University","South Korea",27.5,"32.9",24.7,20.4,"66.8","-","24,929",19.7,"12%","51 : 49",2016,129.0797639,35.2336948,56
NA,"Quaid-i-azam University","Pakistan",17.9,"35.4",9.9,45.6,"-","-","12,688",25.7,"0%","53 : 47",2016,73.1380962,33.7462228,1
NA,"University of Regina","Canada",15.6,"47.7",15.8,34.2,"34.4","-","11,550",22.8,"12%","61 : 39",2016,-104.58849,50.4170134,64
NA,"Renmin University of China","China",34.7,"40.1",13.7,30.7,"42.5","-","24,954",12.7,"6%","",2016,116.3188145,39.9696062,195
NA,"University of Rennes 1","France",17.8,"53.0",10.3,44.7,"31.7","-","22,186",13.9,"12%","50 : 50",2016,-1.67296,48.1159299,200
NA,"University of Salamanca","Spain",26.1,"40.8",16.9,25.9,"31.6","-","31,035",17.9,"12%","58 : 42",2016,-5.6669251,40.9613376,200
NA,"University of Santiago de Compostela","Spain",22.9,"37.1",14.1,46.9,"32.3","-","29,085",15.3,"6%","63 : 37",2016,-8.545475,42.8799935,200
NA,"Semmelweis University","Hungary",19.6,"81.7",10.6,41.5,"30.7","-","12,920",10.9,"25%","64 : 36",2016,19.0673266,47.4873553,200
NA,"University of Seville","Spain",21.5,"32.0",14.9,32.6,"36.7","-","64,931",17.5,"7%","55 : 45",2016,-5.9912307,37.3807579,199
NA,"Université de Sherbrooke","Canada",25.6,"39.8",9.5,41.3,"29.6","-","13,438",5.4,"5%","54 : 46",2016,-71.9255204,45.3768886,58
NA,"Soochow University","China",19.2,"16.0",13.7,45.8,"75.3","-","36,465",12.9,"2%","78 : 22",2016,120.639406,31.3094277,198
NA,"South China University of Technology","China",19.5,"17.5",22.1,28.1,"86.8","-","41,438",17.7,"3%","33 : 67",2016,113.344683,23.151326,195
NA,"Tallinn University of Technology","Estonia",16.3,"37.9",15,38.7,"44.8","-","14,061",28.6,"5%","44 : 56",2016,24.671431,59.395884,28
NA,"Tehran University of Medical Sciences","Iran",51.8,"14.1",20,9.3,"30.0","-","13,912",9,"1%","62 : 38",2016,51.3941258,35.7058568,40
NA,"University of Texas at Arlington","United States of America",20.1,"50.3",10.1,50.9,"33.4","-","29,396",10.5,"10%","60 : 40",2016,-97.1140881,32.7311482,64
NA,"Tianjin University","China",36.5,"14.7",34.4,12.2,"100.0","-","29,693",12.2,"1%","",2016,117.1748329,39.1110824,191
NA,"Tokyo University of Agriculture and Technology","Japan",34.9,"19.4",24.1,16.9,"39.9","-","5,865",14.4,"5%","27 : 73",2016,139.478664,35.683986,200
NA,"University of Toledo","United States of America",31.6,"37.7",13.4,29.9,"32.9","-","19,465",17.5,"9%","50 : 50",2016,-83.6125896,41.662156,53
NA,"Tongji University","China",28.9,"37.2",29.2,13.1,"63.5","-","37,394",13.5,"10%","38 : 62",2016,121.5045889,31.2823103,198
NA,"University of Tulsa","United States of America",29.7,"43.8",12.9,24.6,"71.7","-","4,597",12.5,"25%","43 : 57",2016,-95.9445808,36.1511173,116
NA,"United Arab Emirates University","United Arab Emirates",18.8,"95.0",14.8,21.7,"30.1","-","9,221",12.5,"26%","76 : 24",2016,55.6765345,24.1994378,3
NA,"University of Warsaw","Poland",26.1,"41.6",15.8,42.2,"28.5","-","49,292",14.1,"7%","67 : 33",2016,21.0186012,52.2403463,198
NA,"University of Wisconsin-Milwaukee","United States of America",17.3,"26.0",13.8,45.5,"29.0","-","22,542",18.4,"5%","52 : 48",2016,-87.8819686,43.078263,198
NA,"Xi’an Jiaotong University","China",28.7,"25.8",22.5,25.5,"70.4","-","29,863",12.3,"4%","34 : 66",2016,108.98371,34.250575,196
NA,"University of Zaragoza","Spain",20.1,"33.5",12.7,49.5,"36.7","-","31,046",11.8,"5%","55 : 45",2016,-0.90034,41.64213,200
NA,"University of A Coruña","Spain",18.3,"23.4",10,16.6,"38.2","-","17,062",13,"2%","52 : 48",2016,-8.412419,43.3328827,200
NA,"Adam Mickiewicz University","Poland",20,"25.7",11,15.3,"28.7","-","40,633",15.6,"1%","71 : 29",2016,16.915402,52.4083974,199
NA,"AGH University of Science and Technology","Poland",14.2,"17.9",3.7,35.7,"-","-","35,569",17,"1%","-",2016,19.9136192,50.0668858,200
NA,"Ajou University","South Korea",19.5,"20.0",11.9,23.9,"45.7","-","12,706",11.3,"2%","33 : 67",2016,127.0463559,37.2821251,86
NA,"University of Alcalá","Spain",17.6,"50.0",11.2,28.3,"43.3","-","30,812",25.1,"18%","53 : 47",2016,-3.3628674,40.4824722,200
NA,"Alexandria University","Egypt",20.3,"33.7",8.2,14.1,"29.7","-","127,431",23.3,"1%","46 : 54",2016,-117.8205127,33.6817395,72
NA,"Alexandru Ioan Cuza University","Romania",24.9,"46.9",13.6,7,"28.2","-","25,724",33,"5%","63 : 37",2016,27.5721117,47.1744351,78
NA,"Aligarh Muslim University","India",28.3,"18.7",10,20.9,"29.6","-","11,197",10.5,"2%","17 : 83",2016,78.0781901,27.9135016,3
NA,"American University of Sharjah","United Arab Emirates",12.4,"95.6",10.6,13.3,"33.3","-","5,226",14.1,"82%","48 : 52",2016,55.4927023,25.3120502,2
NA,"Amrita University","India",20.4,"29.6",5.8,20.7,"28.0","-","17,273",6.6,"8%","",2016,76.9025656,10.9001731,NA
NA,"Anadolu University","Turkey",12.2,"14.3",22.6,10.9,"100.0","-","379,231",162.6,"1%","78 : 22",2016,30.4991884,39.7912871,38
NA,"Andhra University","India",34.8,"7.2",6.9,1.2,"31.3","-","10,407",20.2,"3%","36 : 64",2016,83.320085,17.728816,70
NA,"University of Antioquia","Colombia",18.1,"42.0",21.1,14.8,"43.6","-","38,872",23,"1%","50 : 50",2016,-75.5691113,6.2669533,199
NA,"Aristotle University of Thessaloniki","Greece",22.6,"36.6",15,29.5,"33.6","-","46,288",22.2,"9%","52 : 48",2016,22.9592224,40.6308283,199
NA,"Asia University, Taiwan","Taiwan",14.4,"18.3",15.9,30.5,"38.4","-","12,119",26.3,"3%","53 : 47",2016,120.686421,24.046532,4
NA,"Athens University of Economics and Business","Greece",13.4,"39.2",18.8,31.2,"66.5","-","13,167",57.5,"6%","47 : 53",2016,23.7324354,37.9940805,199
NA,"Auckland University of Technology","New Zealand",17.3,"95.6",9.8,21.7,"28.5","-","18,981",18.1,"38%","58 : 42",2016,174.7673188,-36.8532194,200
NA,"Austral University of Chile","Chile",16.7,"45.2",9.7,14.2,"41.1","-","13,794",17.8,"1%","47 : 53",2016,-73.2516591,-39.8061639,30
NA,"Beijing Institute of Technology","China",25.9,"16.9",21.7,9.1,"87.6","-","",NA,"","",2016,116.311256,39.957127,196
NA,"Belarusian State University","Belarus",20.2,"48.2",8.7,6,"28.0","-","29,303",10.6,"6%","69 : 31",2016,27.5460609,53.8938988,143
NA,"University of Belgrade","Serbia",20.4,"30.5",13.2,14,"45.6","-","96,968",28.3,"5%","60 : 40",2016,20.4575676,44.8184339,198
NA,"Birla Institute of Technology and Science, Pilani","India",18.3,"13.7",8.3,17.4,"29.6","-","11,837",19.5,"0%","22 : 78",2016,75.5869784,28.3639812,4
NA,"University of Bradford","United Kingdom",18.7,"79.1",15.9,22.7,"32.7","-","11,065",20.5,"32%","53 : 47",2016,-1.763463,53.790788,161
NA,"University of Brasília","Brazil",21.9,"24.1",7.4,10.4,"-","-","45,880",14.5,"2%","52 : 48",2016,-47.8706311,-15.7631573,172
NA,"University of Brighton","United Kingdom",16.7,"62.8",10.7,20.1,"29.4","-","16,924",19.5,"19%","58 : 42",2016,-0.119365,50.842116,182
NA,"University of Bucharest","Romania",34.3,"21.3",11.5,9.9,"29.5","-","31,806",24.9,"2%","70 : 30",2016,26.1016731,44.4354447,192
NA,"Budapest University of Technology and Economics","Hungary",17.1,"30.4",13.7,21.6,"39.7","-","22,447",22.1,"4%","32 : 68",2016,19.0554834,47.4813261,200
NA,"Cairo University","Egypt",18.9,"31.0",11.1,11.9,"30.3","-","231,941",39.1,"3%","47 : 53",2016,31.2068151,30.0223946,47
NA,"University of Calcutta","India",34.7,"13.1",8.7,19.8,"29.2","-","18,511",32.5,"0%","",2016,88.3629295,22.5747806,189
NA,"California State University, Long Beach","United States of America",11.6,"18.9",10.4,23.3,"-","-","29,594",32.3,"5%","58 : 42",2016,-118.1140904,33.7838235,108
NA,"Capital Medical University","China",26.3,"18.8",14.9,16.3,"28.8","-","11,506",7.1,"3%","70 : 30",2016,116.352877,39.865173,151
NA,"University of Castilla-La Mancha","Spain",18.4,"28.6",10.3,30.5,"29.7","-","26,381",14.3,"3%","56 : 44",2016,-3.9266844,38.9933175,163
NA,"University of Central Lancashire","United Kingdom",15.7,"54.1",9.4,28.2,"28.9","-","18,542",17.5,"17%","57 : 43",2016,-2.7084395,53.7619242,143
NA,"University of Cergy-Pontoise","France",18.7,"49.1",6.3,13.2,"28.6","-","17,000",9.2,"11%","53 : 47",2016,2.074954,49.039076,159
NA,"Chang Gung University","Taiwan",19.3,"15.7",24.7,27.6,"31.9","-","7,506",12.6,"0%","42 : 58",2016,121.389184,25.0341666,22
NA,"Carlos III University of Madrid","Spain",23.2,"44.7",17.4,24.8,"34.8","-","15,730",11.4,"9%","43 : 57",2016,-3.7268114,40.3161385,200
NA,"University of Chemistry and Technology, Prague","Czech Republic",21.6,"46.3",12,17.4,"38.9","-","4,699",11,"19%","",2016,14.389611,50.103301,200
NA,"Chiang Mai University","Thailand",17.8,"34.9",9.4,30,"32.3","-","35,617",16.5,"1%","19 : 81",2016,98.9546758,18.8082874,200
NA,"Chiba University","Japan",26.9,"21.0",16.8,24.8,"55.3","-","14,554",12.3,"5%","37 : 63",2016,140.1024122,35.6262467,185
NA,"China University of Geosciences (Wuhan)","China",21.1,"16.1",21.4,21.5,"64.5","-","29,483",20.7,"3%","",2016,114.4020037,30.518184,197
NA,"China University of Petroleum (Beijing)","China",23.6,"15.9",26.6,4,"100.0","-","14,579",19.4,"6%","",2016,116.247116,40.219466,40
NA,"Chonbuk National University","South Korea",19.7,"27.2",14.7,24.5,"33.3","-","23,270",15,"3%","45 : 55",2016,127.1293628,35.8468291,57
NA,"Chongqing University","China",19.5,"15.5",15.5,8.7,"73.8","-","43,955",16,"3%","",2016,106.454213,29.560254,150
NA,"Chonnam National University","South Korea",17.5,"20.4",11.7,29.1,"31.4","-","35,779",18.5,"3%","41 : 59",2016,NA,NA,NA
NA,"Chulalongkorn University","Thailand",23.8,"32.8",14.1,16.7,"37.8","-","38,719",14.5,"2%","59 : 41",2016,100.5320528,13.7383777,199
NA,"Chung Yuan Christian University","Taiwan",15.9,"18.7",22.1,17.4,"41.9","-","15,020",30.2,"3%","41 : 59",2016,121.2428031,24.9569013,86
NA,"Chungnam National University","South Korea",23.2,"19.8",17.7,13.2,"39.9","-","18,361",17.2,"3%","",2016,127.3459548,36.3699872,62
NA,"Clemson University","United States of America",21.4,"34.6",19.7,27,"35.8","-","19,198",17.1,"8%","46 : 54",2016,-82.8391551,34.680476,19
NA,"Comenius University in Bratislava","Slovakia",23,"46.9",10.3,19.6,"28.0","-","20,879",9.7,"10%","54 : 46",2016,17.115559,48.1411309,198
NA,"Coventry University","United Kingdom",17.1,"69.6",7.7,18.4,"29.1","-","21,934",14.8,"35%","47 : 53",2016,-1.5037461,52.4071747,182
NA,"Dalian University of Technology","China",22.6,"20.7",19,23.5,"93.3","-","34,326",15.2,"2%","33 : 67",2016,121.529021,38.880381,24
NA,"University of Debrecen","Hungary",17.3,"49.0",11.4,20.9,"-","-","29,714",20.3,"13%","57 : 43",2016,21.6214756,47.5535039,59
NA,"University of Delhi","India",29.8,"15.4",10.8,19.1,"28.2","-","32,567",22.9,"1%","50 : 50",2016,77.1638282,28.5842523,87
NA,"University of Dhaka","Bangladesh",21.7,"37.2",7.2,9.6,"-","-","62,716",6.9,"5%","34 : 66",2016,90.3924947,23.7315492,20
NA,"Dublin Institute of Technology","Republic of Ireland",16.1,"70.5",8.8,20.7,"28.1","-","13,839",18.9,"25%","41 : 59",2016,-6.2676448,53.3386609,193
NA,"Ehime University","Japan",19.2,"20.9",11.3,17.5,"37.8","-","8,394",9.9,"1%","39 : 61",2016,132.7715089,33.8502377,160
NA,"University of Electronic Science and Technology of China","China",20.5,"13.4",12.9,8.8,"28.0","-","21,689",9.8,"0%","21 : 79",2016,104.100361,30.675104,196
NA,"Eötvös Loránd University","Hungary",21.3,"43.0",12.1,30.6,"29.3","-","28,698",22.4,"4%","",2016,19.0585445,47.4905698,200
NA,"Erciyes University","Turkey",15.5,"17.2",10.9,18,"30.3","-","28,079",28,"2%","46 : 54",2016,35.5301767,38.7073405,8
NA,"Federal University of Bahia","Brazil",18.2,"19.7",8.1,14.3,"-","-","39,861",17.9,"1%","47 : 53",2016,-38.5089752,-13.0024602,199
NA,"Federal University of Minas Gerais","Brazil",27.9,"21.6",15.4,23.1,"30.7","-","42,612",13.5,"1%","55 : 45",2016,-43.9663841,-19.8690878,200
NA,"Federal University of Paraná (UFPR)","Brazil",24.6,"15.5",9.6,7,"-","-","21,850",11.2,"1%","",2016,-49.2617658,-25.4269081,199
NA,"Federal University of Rio Grande do Sul","Brazil",32.6,"18.9",13.7,16.8,"-","-","38,743",14.8,"1%","50 : 50",2016,-51.2203322,-30.0335453,200
NA,"Federal University of Santa Catarina","Brazil",26,"21.0",12.2,14.2,"42.9","-","26,078",12.6,"1%","48 : 52",2016,-48.5235907,-27.599144,165
NA,"Federal University of São Carlos","Brazil",29,"16.8",10.8,11.5,"-","-","18,587",16.9,"0%","",2016,-47.8811216,-21.979011,91
NA,"Federal University of Viçosa","Brazil",39.7,"15.0",14.5,3.9,"59.0","-","13,163",11.4,"3%","70 : 30",2016,-42.8682513,-20.7643812,51
NA,"Federal University of Lavras","Brazil",25.8,"14.5",16.4,3,"-","-","10,350",20.9,"2%","53 : 47",2016,-44.9775718,-21.2292703,50
NA,"Feng Chia University","Taiwan",14.6,"21.1",13.7,34.4,"33.9","-","20,213",23.9,"7%","36 : 64",2016,120.6467054,24.1788155,200
NA,"Florida Institute of Technology","United States of America",20.4,"62.4",13.5,24.6,"33.4","-","4,408",13.7,"26%","34 : 66",2016,-80.623022,28.0646888,48
NA,"Fu Jen Catholic University","Taiwan",14.4,"19.1",9.8,18.2,"47.0","-","25,951",22.8,"4%","59 : 41",2016,121.4327592,25.0362991,78
NA,"Gdańsk University of Technology","Poland",15.5,"16.1",9.5,15.2,"36.8","-","25,217",23.3,"1%","39 : 61",2016,18.6163277,54.3716751,156
NA,"University of Ghana","Ghana",15.6,"48.4",15.6,19.5,"-","-","37,274",37.5,"2%","41 : 59",2016,-0.1962244,5.650562,44
NA,"Gifu University","Japan",25.4,"18.5",16.9,14.7,"32.8","-","7,318",12.4,"4%","35 : 65",2016,136.7365752,35.4662236,8
NA,"Glasgow Caledonian University","United Kingdom",17.1,"55.0",10.4,24.2,"29.9","-","13,527",21.6,"16%","60 : 40",2016,-4.2508041,55.8661538,199
NA,"University of Greenwich","United Kingdom",15.7,"81.8",9.5,17.7,"30.0","-","18,096",24.6,"32%","53 : 47",2016,-0.0059828,51.4833425,193
NA,"Hacettepe University","Turkey",21,"19.6",11.8,19.7,"28.2","-","39,606",20.4,"4%","56 : 44",2016,32.7299184,39.8705295,30
NA,"University of Huddersfield","United Kingdom",17.4,"55.2",5.4,16.5,"28.0","-","15,436",18.1,"25%","54 : 46",2016,-1.7770916,53.6431171,155
NA,"Hunan University","China",18.3,"14.8",15,21.2,"46.7","-","42,756",24.7,"2%","43 : 57",2016,112.943822,28.179012,191
NA,"University of Ibadan","Nigeria",22.7,"26.1",11.1,4.6,"29.2","-","26,247",17.1,"1%","45 : 55",2016,3.8986279,7.4454027,11
NA,"University of Indonesia","Indonesia",18.1,"37.2",8,13.9,"40.0","-","43,565",15.8,"0%","51 : 49",2016,106.8295587,-6.3680739,58
NA,"Inha University","South Korea",20.7,"23.5",20,22.5,"64.7","-","20,353",24.1,"3%","36 : 64",2016,126.653116,37.449627,58
NA,"I-Shou University","Taiwan",12.8,"24.8",11.5,13.3,"41.0","-","16,263",29.9,"10%","45 : 55",2016,120.4063526,22.7258536,3
NA,"Istanbul University","Turkey",26,"20.0",23.3,10,"100.0","-","82,096",41.1,"6%","44 : 56",2016,28.961838,41.0126037,200
NA,"Jagiellonian University","Poland",24,"33.5",14.4,30.7,"28.0","-","42,835",11.5,"5%","67 : 33",2016,19.9341074,50.0609623,200
NA,"Jilin University","China",28.2,"20.3",14.4,14.6,"42.1","-","65,605",13.6,"3%","46 : 54",2016,125.348658,43.873742,197
NA,"University of Jordan","Jordan",19,"53.7",7.7,7.8,"28.8","-","35,577",13.6,"13%","67 : 33",2016,35.8730077,32.0134626,8
NA,"Jordan University of Science and Technology","Jordan",16.4,"62.2",6.2,16.4,"31.4","-","24,686",16.4,"23%","55 : 45",2016,35.9912257,32.4950392,NA
NA,"Juntendo University","Japan",32.3,"16.7",10.5,24,"51.1","-","3,955",3.7,"1%","52 : 48",2016,139.7608345,35.7021299,198
NA,"K.N. Toosi University of Technology","Iran",20.9,"7.1",18.1,22.5,"45.5","-","7,146",24.6,"0%","32 : 68",2016,51.4127853,35.7627046,26
NA,"Kaohsiung Medical University","Taiwan",20.6,"19.9",22.2,20.5,"33.2","-","7,009",12.6,"5%","56 : 44",2016,120.3097772,22.6473733,199
NA,"Khon Kaen University","Thailand",18.2,"31.5",7.4,19.9,"35.7","-","39,669",16.9,"1%","62 : 38",2016,102.8266222,16.4731646,44
NA,"King Mongkut’s University of Technology Thonburi","Thailand",18.2,"28.5",11.4,36.2,"70.3","-","17,791",23.7,"1%","42 : 58",2016,100.4949226,13.6517367,53
NA,"Kingston University","United Kingdom",16.9,"76.8",12.1,26.7,"28.5","-","20,778",20.9,"34%","53 : 47",2016,-0.303931,51.4031134,181
NA,"Kinki University","Japan",18.5,"17.0",7.9,30,"33.2","-","31,216",11.6,"2%","",2016,135.587042,34.65123,144
NA,"Kobe University","Japan",27.8,"21.1",15.4,24.3,"45.1","-","15,885",8.4,"6%","33 : 67",2016,135.2353953,34.7256185,124
NA,"Konkuk University","South Korea",20,"22.6",19.6,17,"36.0","-","26,483",23.5,"6%","47 : 53",2016,127.0793428,37.5407625,146
NA,"Kumamoto University","Japan",23.4,"22.2",11.6,28.1,"43.1","-","10,226",7.6,"5%","37 : 63",2016,130.7278725,32.8140382,200
NA,"Kyungpook National University","South Korea",21.1,"21.7",16,18.1,"34.9","-","27,152",14.4,"4%","42 : 58",2016,128.6113282,35.8900521,72
NA,"Kyushu Institute of Technology","Japan",19.4,"20.7",12.5,14.2,"44.1","-","5,890",12.1,"4%","11 : 89",2016,130.8392259,33.8941523,181
NA,"University of Latvia","Latvia",22.6,"31.5",10.2,20.9,"28.3","-","15,100",26.5,"3%","68 : 32",2016,24.1163132,56.9508098,199
NA,"Lille 1 University – Science and Technology","France",20,"60.3",8.6,32.4,"31.8","-","19,599",14.5,"18%","41 : 59",2016,3.138063,50.609049,144
NA,"University of Lincoln","United Kingdom",17.9,"60.5",11.9,26.4,"29.3","-","10,665",18.9,"11%","54 : 46",2016,-0.5504171,53.2287474,106
NA,"University of Ljubljana","Slovenia",24.9,"34.5",13.6,24,"32.3","-","48,821",17.6,"4%","60 : 40",2016,14.5041552,46.0491938,194
NA,"University of Marrakech Cadi Ayyad","Morocco",17.4,"42.7",6.3,12.1,"29.2","-","56,060",38.7,"1%","46 : 54",2016,-8.0038775,31.6652074,80
NA,"Miami University","United States of America",19.2,"24.8",15.7,36.1,"30.2","-","16,370",20.5,"7%","53 : 47",2016,-84.7308768,39.5105334,15
NA,"Middlesex University","United Kingdom",18.5,"81.0",10.6,25.7,"-","-","17,753",24.7,"44%","59 : 41",2016,-0.2282466,51.5893495,190
NA,"Moscow Institute of Physics and Technology","Russian Federation",34.3,"44.4",16.3,15.5,"28.0","-","5,395",7,"12%","",2016,37.51821,55.930215,20
NA,"University of Murcia","Spain",19.3,"28.3",11.7,28,"29.5","-","31,460",15.8,"6%","62 : 38",2016,-1.1694307,38.0182593,200
NA,"Nagasaki University","Japan",22.8,"21.9",10.8,14.3,"-","-","9,137",7.2,"4%","36 : 64",2016,129.8646586,32.7861288,95
NA,"University of Nairobi","Kenya",13.7,"45.5",9,19.5,"28.0","-","72,676",47,"1%","40 : 60",2016,36.816353,-1.280701,197
NA,"National Chengchi University","Taiwan",18.4,"33.1",12.5,14,"31.3","-","16,867",18.4,"10%","57 : 43",2016,121.576074,24.987516,56
NA,"National Chung Cheng University","Taiwan",21.3,"14.2",20.3,15.7,"40.8","-","11,989",22.9,"1%","",2016,120.4728831,23.5633761,7
NA,"National Chung Hsing University","Taiwan",20.2,"16.9",16.8,24.5,"42.5","-","15,632",20.3,"4%","39 : 61",2016,120.6748697,24.123715,169
NA,"National Taipei University of Technology","Taiwan",17.8,"16.0",14.6,16.4,"81.3","-","10,227",16.5,"3%","25 : 75",2016,121.5354983,25.0422138,199
NA,"National Taiwan Ocean University","Taiwan",18.1,"20.3",21,18.2,"49.3","-","8,240",20.9,"5%","30 : 70",2016,121.7768159,25.1501756,35
NA,"National University of Córdoba","Argentina",16,"28.1",9,12.5,"28.6","-","108,373",38.1,"2%","62 : 38",2016,-64.1855702,-31.4354855,200
NA,"National University of Science and Technology (MISiS)","Russian Federation",24.8,"33.7",17.5,10.8,"67.2","-","4,441",6.7,"13%","43 : 57",2016,37.6090761,55.728306,198
NA,"National University of Sciences and Technology","Pakistan",21.4,"31.3",7,35,"31.3","-","9,808",7.8,"3%","27 : 73",2016,72.9931107,33.6426397,7
NA,"Niigata University","Japan",21.9,"19.3",10.1,17.5,"33.0","-","12,460",8.5,"3%","37 : 63",2016,138.942539,37.86701,4
NA,"Northumbria University","United Kingdom",17.7,"55.1",10.9,29.2,"29.1","-","22,750",19.3,"16%","55 : 45",2016,-1.607595,54.9768904,188
NA,"Northwestern Polytechnical University","China",23.4,"15.2",15.4,3.5,"28.0","-","23,056",14.1,"3%","25 : 75",2016,108.9137925,34.2436153,193
NA,"Nottingham Trent University","United Kingdom",16.5,"52.7",8.9,27.3,"28.4","-","21,852",17.4,"18%","55 : 45",2016,-1.1524723,52.9579294,181
